ein,org_name_display,org_addr_full,ntee_code_major_group,ntee_code_definition,geo_match_addr,geo_county,geo_lat,geo_lon
16-1647636,Plumb Line Players,"3832 OLD COACH RD, RALEIGH, NC 27616-5069","Arts, Culture and Humanities",Theater,"3832 Old Coach Rd, Raleigh, North Carolina, 27616",Wake County,35.8338845897917,-78.5649012028681
16-1650295,Evercenter,"102 E MAIN ST, GARNER, NC 27529-3238",Human Services,Human Services N.E.C.,"102 E Main St, Garner, North Carolina, 27529",Wake County,35.7068313297076,-78.6052677567372
16-1685867,Delta Gamma Fraternity,"1712 COMMONS FRD PL, APEX, NC 27539-6913",UNDEFINED,UNDEFINED,"Commons Ford Pl, Apex, North Carolina, 27539",Wake County,35.6849862391476,-78.7573341172623
16-1686283,The James G Martin Center For Academic Renewal,"3200 WAKE FRST RD STE 210, RALEIGH, NC 27609-7451","Philanthropy, Voluntarism and Grantmaking Foundations",Private Grantmaking Foundations,"3200 Wake Forest Rd, Ste 210, Raleigh, North Carolina, 27609",Wake County,35.8262827127359,-78.6208278072021
16-1731508,Lufkin Road Middle School Band Boosters,"1002 LUFKIN RD, APEX, NC 27539-8160","Arts, Culture and Humanities",Single Organization Support,"1002 Lufkin Rd, Apex, North Carolina, 27539",Wake County,35.7209458297658,-78.8303724864969
16-1760081,PTA North Carolina Congress,"9801 BRIER CRK PKWY, RALEIGH, NC 27617-7338",UNDEFINED,UNDEFINED,"9801 Brier Creek Pkwy, Raleigh, North Carolina, 27617",Wake County,35.9023313593117,-78.8047040965723
20-0069006,Venezuelan Cultural Association Of North Carolina,"8117 ROLLING GLENN DR, RALEIGH, NC 27616-8695","International, Foreign Affairs and National Security",Promotion of International Understanding,"8117 Rolling Glenn Dr, Raleigh, North Carolina, 27616",Wake County,35.8889207740781,-78.5062314671359
20-0084038,American Case Management Association North Carolina Chapter,"160 MINE LK CT STE 200, RALEIGH, NC 27615-6417",Education,"Adult, Continuing Education","160 Mine Lake Ct, #200, Raleigh, North Carolina, 27615",Wake County,35.8761196916727,-78.6437055779333
20-0109259,Burning Bush Ministries,"503 US HWY 70 E, GARNER, NC 27529-0000",Religion-Related,Protestant,"503 US Highway 70 E, Garner, North Carolina, 27529",Wake County,35.6992240787964,-78.5933714596708
20-0163443,Islamic Association Of Cary Nc,"1076 W CHATHAM ST, CARY, NC 27511-6201",Religion-Related,Islam,"1076 W Chatham St, Cary, North Carolina, 27511",Wake County,35.7727831063245,-78.803076599284
20-0174178,PTA North Carolina Congress,"930 REEDY CRK RD, CARY, NC 27513-3046",UNDEFINED,UNDEFINED,"930 Reedy Creek Rd, Cary, North Carolina, 27513",Wake County,35.812728,-78.768594
20-0178148,Triangle Tennis Club,"2720 LK WACCAMAW TRL, APEX, NC 27502-8555",Human Services,Human Service Organizations,"2720 Lake Waccamaw Trl, Apex, North Carolina, 27502",Wake County,35.7080049414564,-78.9125261401409
20-0180768,Shepherds Theological Seminary,"6051 TRYON RD, CARY, NC 27518-9316",Education,"Graduate, Professional Schools (Separate Entities)","6051 Tryon Rd, Cary, North Carolina, 27518",Wake County,35.7456343293331,-78.7425054775232
20-0193286,Woodruff Ministries,"107 WHITEHAVEN LN, CARY, NC 27519-5879",Religion-Related,Protestant,"107 Whitehaven Ln, Cary, North Carolina, 27519",Wake County,35.7675481584628,-78.8634420777022
20-0203441,New Beginning Family Worship Center,"3909 TYLER BLF LN, RALEIGH, NC 27616-8331",UNDEFINED,UNDEFINED,"3909 Tyler Bluff Ln, Raleigh, North Carolina, 27616",Wake County,35.8746734490738,-78.5078042021757
20-0223168,Ghana Physicians And Surgeons Foundation,"3650 ROGERS RD, WAKE FOREST, NC 27587-9306",Health Care,Health Support Services,"3650 Rogers Rd, Wake Forest, North Carolina, 27587",Wake County,35.9438453183966,-78.5049569172775
20-0236718,Devoted City Church,"9500 DURANT RD, RALEIGH, NC 27614-9721",Religion-Related,Christianity,"9500 Durant Rd, Raleigh, North Carolina, 27614",Wake County,35.8981749267985,-78.5727424973456
20-0270319,International Womens Insolvency & Restructuring Confederation,"421 FAYETTEVILLE ST STE 1100, RALEIGH, NC 27601-3000",UNDEFINED,UNDEFINED,"421 Fayetteville St, Ste 1100, Raleigh, North Carolina, 27601",Wake County,35.7743926522304,-78.639392534913
20-0286895,Vision Services Group,"5448 APEX PEAKWAY STE 349, APEX, NC 27502-3924",Human Services,Human Service Organizations,"5448 Apex Peakway, #349, Apex, North Carolina, 27502",Wake County,35.7380478003354,-78.8665444033704
20-0311647,Teensmart International,"107 APPLE CART WAY, MORRISVILLE, NC 27560-7489",UNDEFINED,UNDEFINED,"107 Apple Cart Way, Morrisville, North Carolina, 27560",Wake County,35.8432185556294,-78.8661920287092
20-0328364,Club Gymnastics At Nc State,"2610 CATES AVE CAMPUS BOX 7295, RALEIGH, NC 27695-0001",Education,"Student Services, Organizations of Students","2610 Cates Ave, Raleigh, North Carolina, 27607",Wake County,35.7831785769633,-78.6708193306773
20-0361728,Finding Purpose,"3700 COMPUTER DR STE 340, RALEIGH, NC 27609-6532",Religion-Related,Protestant,"3700 Computer Dr, Ste 340, Raleigh, North Carolina, 27609",Wake County,35.8319277595941,-78.6359483084715
20-0420087,Southern Bridge International,"110 PHEASANT WOOD CT STE C, MORRISVILLE, NC 27560-7926","International, Foreign Affairs and National Security",International Cultural Exchange,"110 Pheasant Wood Ct, Ste C, Morrisville, North Carolina, 27560",Wake County,35.810344413007,-78.820295079751
20-0420911,Hip Hop Haven,"4309 WINDLASS CT, RALEIGH, NC 27616-0772",Human Services,Human Service Organizations,"4309 Windlass Ct, Raleigh, North Carolina, 27616",Wake County,35.8413145334697,-78.5659701365629
20-0468914,Connections Church,"1280 BUCK JONES RD, RALEIGH, NC 27606-3327",Religion-Related,Protestant,"1280 Buck Jones Rd, Raleigh, North Carolina, 27606",Wake County,35.7664087382998,-78.7415561583759
20-0477249,Childtrust Foundation,"801 N W ST, RALEIGH, NC 27603-1137","Philanthropy, Voluntarism and Grantmaking Foundations",Private Independent Foundations,"27603-1137, Raleigh, North Carolina",Wake County,35.79084,-78.6444795
20-0496814,North Raleigh Ministries,"2809 E MILLBROOK RD, RALEIGH, NC 27604-3042",Religion-Related,Christianity,"2809 E Millbrook Rd, Raleigh, North Carolina, 27604",Wake County,35.8497286422757,-78.5841233572047
20-0528294,Clay Foundation - East,"418 SBOYLAN AVE, RALEIGH, NC 27603-0000","Philanthropy, Voluntarism and Grantmaking Foundations",Private Grantmaking Foundations,"418 S Boylan Ave, Raleigh, North Carolina, 27603",Wake County,35.7747266791506,-78.6509665596975
20-0555089,Cary Homeschoolers,"3404 AUTUMN MIST PL, FUQUAY VARINA, NC 27526-7585",Education,Education N.E.C.,"3404 Autumn Mist Pl, Fuquay Varina, North Carolina, 27526",Wake County,35.6342943325348,-78.76785127881
20-0562765,Us Hogs For Dogs,"171 E DENTAIRES WAY, WILLOW SPRING, NC 27592-3312",Animal-Related,Fund Raising and/or Fund Distribution,"27592-3312, Willow Spring, North Carolina",Wake County,35.551422,-78.666678
20-0593078,North American Dealer American Tech,"1135 KILDAIRE FARM RD, CARY, NC 27511-7608",Community Improvement and Capacity Building,Chambers of Commerce & Business Leagues,"1135 Kildaire Farm Rd, Cary, North Carolina, 27511",Wake County,35.7680279347626,-78.7821729386291
20-0637923,70x7 Ministries,"6604 SIX FRKS RD, RALEIGH, NC 27615-6521",Religion-Related,Christianity,"6604 Six Forks Rd, Raleigh, North Carolina, 27615",Wake County,35.8700784685495,-78.6403687104569
20-0763865,Black Girls Draw,"9660 FLS OF NEUSE RD STE 138-336, RALEIGH, NC 27615-2435",Education,Educational Services and Schools - Other,"9660 Falls of Neuse Rd, Ste 138-336, Raleigh, North Carolina, 27615",Wake County,35.905356,-78.599988
20-0814805,North Carolina Assisted Living Education And Research Foundation,"3392 SIX FRKS RD, RALEIGH, NC 27609-7233",Education,"Scholarships, Student Financial Aid Services, Awards","3392 Six Forks Rd, Raleigh, North Carolina, 27609",Wake County,35.8265802961796,-78.6338867802246
20-0945406,Owl Advancing Diversity In Leadership,"PMB 125 3434-135 KILDAIRE FARM RD, CARY, NC 27518-2278",Health Care,Health Support Services,"3434 Kildaire Farm Rd, Cary, North Carolina, 27518",Wake County,35.7055892939579,-78.7944196634535
20-0953592,Blessed Life Housing Authority,"6220 BIG SANDY DR, RALEIGH, NC 27616-5797",Housing and Shelter,Housing Support,"6220 Big Sandy Dr, Raleigh, North Carolina, 27616",Wake County,35.8911130141383,-78.5367051294651
20-0988951,North Carolina Museum Of History Foundation,"5 E EDENTON ST, RALEIGH, NC 27601-1011","Arts, Culture and Humanities","Museum, Museum Activities","5 E Edenton St, Raleigh, North Carolina, 27601",Wake County,35.7812056792079,-78.6385639802932
20-1136048,Wake County Basketball Association,"12016 SIX FRKS RD, RALEIGH, NC 27614-9139",Recreation and Sports,Basketball,"12016 Six Forks Rd, Raleigh, North Carolina, 27614",Wake County,35.9525252406371,-78.6415784258185
20-1162404,Mahanaim Church Of God,"3414 DAVIS DR, MORRISVILLE, NC 27519-8804",UNDEFINED,UNDEFINED,"3414 Davis Dr, Cary, North Carolina, 27519",Wake County,35.8145879434345,-78.8476152176891
20-1162702,Pretty In Pink Foundation,"5171 GLENWOOD AVE STE 360, RALEIGH, NC 27612-3390","Philanthropy, Voluntarism and Grantmaking Foundations",Public Foundations,"5171 Glenwood Ave, Raleigh, North Carolina, 27612",Wake County,35.8465772888516,-78.6897033689188
20-1168747,Grove Hill Church,"4820 HEDGEROW DR, RALEIGH, NC 27616-5521",Religion-Related,Protestant,"4820 Hedgerow Dr, Raleigh, North Carolina, 27616",Wake County,35.867368541751,-78.5606028048935
20-1190405,Womans Missionary Union Of North Carolina,"205 CONVENTION DR RM 237, CARY, NC 27511-4257",Religion-Related,Christianity,"205 Convention Dr, Cary, North Carolina, 27511",Wake County,35.7754284113909,-78.7573033534538
20-1250254,Modern Woodmen Of America,"1003 TAWANA CT, KNIGHTDALE, NC 27545-7647",UNDEFINED,UNDEFINED,"1003 Tawana Ct, Knightdale, North Carolina, 27545",Wake County,35.7779807185643,-78.5189642346358
20-1257901,Family Resource Center South Atlantic,"1425 PROMISE BEACON CIR STE 211, RALEIGH, NC 27610-3955",Human Services,Family Services,"211 N Raleigh Blvd, Raleigh, North Carolina, 27610",Wake County,35.7825950891842,-78.6134506912338
20-1276455,Bob Barker Company Foundation,"7925 PURFOY RD, FUQUAY VARINA, NC 27526-8937","Philanthropy, Voluntarism and Grantmaking Foundations",Private Independent Foundations,"7925 Purfoy Rd, Fuquay Varina, North Carolina, 27526",Wake County,35.5816070341622,-78.7721790119462
20-1300642,Music Made In Heaven,"110 KENTBURY LN, APEX, NC 27502-4260","Arts, Culture and Humanities",Music,"110 Kentbury Ln, Apex, North Carolina, 27502",Wake County,35.740233,-78.9030980290263
20-1351138,Ever Green Church Of Nc,"5221 TRINITY VLG LN APT 204, RALEIGH, NC 27607-4221",Religion-Related,Protestant,"5221 Trinity Village Ln, Apt 204, Raleigh, North Carolina, 27607",Wake County,35.7966914476602,-78.7318634982396
20-1379792,Project Rachel Of Central & Eastern North Carolina,"7200 STONEHENGE DR, RALEIGH, NC 27613-1622",Human Services,Family Services,"7200 Stonehenge Dr, Raleigh, North Carolina, 27613",Wake County,35.8870275045876,-78.6811121790646
20-1388737,Filipino-American Performing Artists Of North Carolina,"118 CYPRINE CT, RALEIGH, NC 27603-4168","Arts, Culture and Humanities","Cultural, Ethnic Awareness","118 Cyprine Ct, Raleigh, North Carolina, 27603",Wake County,35.6720598953776,-78.6676752165155
20-1393064,North Carolina Chinese Business Association,"7424 CHAPEL HL RD STE 204, RALEIGH, NC 27607-5041",Education,"Professional Societies, Associations","7424 Chapel Hill Rd, Ste 204, Raleigh, North Carolina, 27607",Wake County,35.7943615626403,-78.7499934483526
20-1394589,Myriad Community,"700 RICHLAND BLF CT, WAKE FOREST, NC 27587-3008",Youth Development,"Youth Centers, Clubs","700 Richland Bluff Ct, Wake Forest, North Carolina, 27587",Wake County,35.9700478729008,-78.5289304227018
20-1441627,PTA North Carolina Congress,"3400 ROGERS RD, WAKE FOREST, NC 27587-3808",UNDEFINED,UNDEFINED,"3400 Rogers Rd, Wake Forest, North Carolina, 27587",Wake County,35.947701,-78.511878
20-1478107,Sons Of Italy In America,"115 BEASLEY CT, CARY, NC 27513-4066",Mutual and Membership Benefit,Fraternal Societies,"115 Beasley Ct, Cary, North Carolina, 27513",Wake County,35.7973497865716,-78.7781538948294
20-1485359,Blissfulsage Foundation,"1129 KEITHS RD, KNIGHTDALE, NC 27545-8404","International, Foreign Affairs and National Security",International Development,"1129 Keiths Rd, Knightdale, North Carolina, 27545",Wake County,35.8131387094177,-78.4388205101266
20-1534970,Holy Trinity Church,"549 N BLOUNT ST, RALEIGH, NC 27604-1119",Religion-Related,Christianity,"549 N Blount St, Raleigh, North Carolina, 27604",Wake County,35.7876646552888,-78.6360552828494
20-1596915,Building A Better You,"728 WINTERLOCHEN RD, RALEIGH, NC 27603-3864",Human Services,Human Service Organizations,"728 Winterlochen Rd, Raleigh, North Carolina, 27603",Wake County,35.7196299656066,-78.6532084314444
20-1619826,Southern Atlantic Healthcare Alliance,"125 EDINBURGH S DR STE 301, CARY, NC 27511-6484",Community Improvement and Capacity Building,Chambers of Commerce & Business Leagues,"125 Edinburgh South Dr, Ste 301, Cary, North Carolina, 27511",Wake County,35.7393827798779,-78.804388634197
20-1640419,Association Of Corporate Counsel,"4721 LINARIA LN, FUQUAY VARINA, NC 27526-8480",UNDEFINED,UNDEFINED,"4721 Linaria Ln, Fuquay Varina, North Carolina, 27526",Wake County,35.6315724293383,-78.7323751279646
20-1646678,Servants With A Tool,"1012 CEDAR KNL DR, WAKE FOREST, NC 27587-6248","Philanthropy, Voluntarism and Grantmaking Foundations","Philanthropy, Charity, Voluntarism Promotion","1012 Cedar Knoll Dr, Wake Forest, North Carolina, 27587",Wake County,36.0011150266318,-78.6137564688675
20-1715550,Insurance Federation Of North Carolina,"421 N HARRINGTON ST 650, RALEIGH, NC 27603-1368",Community Improvement and Capacity Building,"Urban, Community Economic Development","421 N Harrington St, Raleigh, North Carolina, 27603",Wake County,35.7866026866524,-78.6445058575218
20-1765013,Salem Spartan Booster Club,"6150 OLD JENKS RD, APEX, NC 27523-8242",Education,"Secondary, High School","6150 Old Jenks Rd, Apex, North Carolina, 27523",Wake County,35.758287,-78.8490045
20-1793087,Our Lady Of La Vang,"11701 LEESVILLE RD, RALEIGH, NC 27613-8305",Religion-Related,Roman Catholic,"11701 Leesville Rd, Raleigh, North Carolina, 27613",Wake County,35.9191239332917,-78.7437671628775
20-1828657,Grace Christian Church,"7715 LOUISBURG RD, RALEIGH, NC 27616-6705",Religion-Related,Christianity,"7715 Louisburg Rd, Raleigh, North Carolina, 27616",Wake County,35.8782352464941,-78.5365257299613
20-1857443,Hearts For Children International,"1921 PEARCES RD, ZEBULON, NC 27597-7832",Human Services,Gift Distribution,"1921 Pearces Rd, Zebulon, North Carolina, 27597",Wake County,35.8780646991459,-78.3163162709615
20-1860636,Iarp Of The Carolinas,"118 WIND CHIME CT, RALEIGH, NC 27615-6433",Community Improvement and Capacity Building,Chambers of Commerce & Business Leagues,"118 Wind Chime Ct, Raleigh, North Carolina, 27615",Wake County,35.8742216813436,-78.6430801030645
20-1861025,National Society Of The Daughters Of The American Revolution,"2538 CLB LEVEL DR, APEX, NC 27523-7137",UNDEFINED,UNDEFINED,"2538 Club Level Dr, Apex, North Carolina, 27523",Wake County,35.7708184452073,-78.9052628248601
20-1926902,Nc Nature School,"9261 BLACKLEY LK RD, WAKE FOREST, NC 27587-8196","International, Foreign Affairs and National Security","Arms Control, Peace","9261 Blackley Lake Rd, Wake Forest, North Carolina, 27587",Wake County,35.8894228770557,-78.4863772086965
20-1954368,Homeschool Football League,"12324 HAMPTON WAY DR STE 201, WAKE FOREST, NC 27587-6543",Recreation and Sports,Football,"12324 Hampton Way Dr, Ste 201, Wake Forest, North Carolina, 27587",Wake County,35.9806695487332,-78.5432918670438
20-1968776,Jesus Save Me Ministry,"2300 VICTORIA PARK LN, RALEIGH, NC 27614-6853",Religion-Related,Christianity,"2300 Victoria Park Ln, Raleigh, North Carolina, 27614",Wake County,35.9621890517392,-78.5576273122452
20-1970659,Dr Albert Joseph Diab Foundation,"8315 SIX FRKS RD STE 203, RALEIGH, NC 27615-2103","Philanthropy, Voluntarism and Grantmaking Foundations",Private Grantmaking Foundations,"8315 Six Forks Rd, Ste 203, Raleigh, North Carolina, 27615",Wake County,35.8930335453576,-78.6488304545554
20-1991976,Toastmasters International,"304 ANTLER VW DR, APEX, NC 27502-0000",UNDEFINED,UNDEFINED,"Antler View Dr, Apex, North Carolina, 27502",Wake County,35.7385076891321,-78.9431973184534
20-2003011,Scandans,"11008 MASON RDG DR, RALEIGH, NC 27614-9684","Arts, Culture and Humanities","Cultural, Ethnic Awareness","11008 Mason Ridge Dr, Raleigh, North Carolina, 27614",Wake County,35.9287973325062,-78.6240185694792
20-2007347,Baptist State Convention Of North Carolina,"205 CONVENTION DR, CARY, NC 27511-4294",Religion-Related,Professional Societies & Associations,"205 Convention Dr, Cary, North Carolina, 27511",Wake County,35.7754284113909,-78.7573033534538
20-2063625,Seven Pearls Foundation,"1000 SOUTHHILL DR, CARY, NC 27513-8630",Human Services,Human Service Organizations,"1000 Southhill Dr, Cary, North Carolina, 27513",Wake County,35.8315250815973,-78.7762067630565
20-2093357,A Coaching Revolution,"1609 ADAMS MTN RD, RALEIGH, NC 27614-8198",Religion-Related,Protestant,"1609 Adams Mountain Rd, Raleigh, North Carolina, 27614",Wake County,35.9504993272547,-78.6437509561429
20-2096846,Gamae International,"282 MURRAY GLN DR, CARY, NC 27519-8880","International, Foreign Affairs and National Security",International Relief,"282 Murray Glen Dr, Cary, North Carolina, 27519",Wake County,35.8148558334871,-78.8501950413469
20-2126695,Second Dragoons Firepit Foundation,"217 PAINTED FALL WAY, CARY, NC 27513-3529",UNDEFINED,UNDEFINED,"217 Painted Fall Way, Cary, North Carolina, 27513",Wake County,35.7890612494952,-78.8171607135726
20-2137628,North Carolina Pest Control Education Foundation,"3739 NATIONAL DR STE 202, RALEIGH, NC 27612-4844",Education,"Scholarships, Student Financial Aid Services, Awards","3739 National Dr, Ste 202, Raleigh, North Carolina, 27612",Wake County,35.8351574027352,-78.6656122582091
20-2138893,Seven Marks Church,"3500 SPG FRST RD, RALEIGH, NC 27616-2947",Religion-Related,Protestant,"3500 Spring Forest Rd, Raleigh, North Carolina, 27616",Wake County,35.8549731462005,-78.5827051815165
20-2190129,Casa Esperanza Montessori Charter School Pfa,"10510 STAR RD, WAKE FOREST, NC 27587-7765",Education,Educational Services and Schools - Other,"10510 Star Rd, Wake Forest, North Carolina, 27587",Wake County,35.9317692839911,-78.5426973666673
